workclass,age,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,hours.per.week,income
2,52,135607,15,10,6,7,4,2,0,39,0
2,28,168514,7,12,2,3,5,4,0,39,0
2,18,88642,15,10,4,11,3,4,1,14,0
2,28,227104,15,10,0,11,1,4,1,29,0
2,34,157289,15,10,2,2,0,4,1,39,0
2,62,213321,11,9,2,9,0,4,1,39,1
2,46,294907,4,3,2,6,0,4,1,39,0
2,30,251411,15,10,0,0,4,4,0,39,0
2,20,183594,15,10,4,13,3,4,1,39,0
2,55,217802,15,10,2,0,0,2,1,24,0
2,20,388156,15,10,4,9,3,4,1,23,0
2,54,447555,0,6,2,13,0,2,1,39,0
2,27,204098,0,6,4,2,1,4,1,29,0
2,43,193882,15,10,4,0,1,4,1,54,0
5,48,49595,12,14,0,10,1,4,1,69,0
2,34,228873,9,13,4,3,3,4,1,39,0
2,29,176027,9,13,4,9,1,4,0,39,0
2,37,39606,8,11,0,11,4,4,0,39,0
2,56,178353,15,10,2,9,0,4,1,39,1
2,58,160662,0,6,2,2,0,4,1,39,1
3,54,196328,9,13,2,11,0,2,1,39,0
2,45,20534,15,10,5,2,1,4,1,40,0
3,29,156815,11,9,2,7,0,4,1,39,0
2,26,360252,7,12,2,0,5,4,0,39,0
2,43,245056,11,9,2,0,0,2,1,39,1
1,33,422718,11,9,2,7,0,4,1,39,0
2,25,262978,15,10,4,11,1,4,1,29,0
2,25,187577,11,9,2,2,0,4,1,39,0
2,37,160920,7,12,2,0,0,4,1,39,0
2,20,194247,11,9,4,3,1,4,1,24,0
2,17,123335,0,6,4,11,3,4,0,19,0
1,27,332249,11,9,4,4,3,4,1,39,0
2,26,358124,11,9,4,7,2,2,0,39,0
2,55,208019,4,3,2,6,0,4,1,39,0
2,39,318452,1,7,2,9,0,4,1,59,0
2,41,207779,11,9,5,7,1,4,0,39,0
2,34,238376,3,2,2,2,0,4,1,39,0
2,51,673764,8,11,2,3,0,4,1,49,1
5,67,239705,10,16,2,9,0,2,1,11,0
2,40,133974,15,10,0,6,3,4,1,39,0
2,23,152140,11,9,4,11,1,4,0,39,0
1,45,287920,12,14,2,9,0,4,1,49,1
5,43,78765,15,10,0,3,4,4,1,39,0
2,58,206532,11,9,2,2,0,4,1,49,0
2,33,129529,11,9,0,6,1,4,1,39,0
1,60,202473,8,11,2,7,0,4,1,39,0
2,24,162312,11,9,4,11,3,1,1,39,0
2,45,72844,11,9,0,3,1,4,0,45,0
2,49,206947,11,9,0,0,1,4,0,39,0
2,19,64112,2,8,4,0,1,4,0,39,0
5,34,20057,15,10,3,0,4,1,0,37,0
5,42,222884,9,13,0,0,1,4,1,39,0
2,25,132683,11,9,4,8,1,4,0,49,0
2,19,168601,1,7,4,7,2,4,1,29,0
5,31,78291,9,13,4,9,1,4,0,39,0
0,58,243929,9,13,4,9,1,4,1,47,0
2,21,215039,11,9,4,2,3,4,1,12,0
4,47,185673,11,9,2,3,0,4,1,49,1
2,30,121142,9,13,4,11,1,4,1,39,1
2,41,173858,5,4,2,2,0,1,1,39,0
2,44,174283,9,13,2,11,0,4,1,49,1
2,44,128676,15,10,4,0,1,2,0,39,0
2,24,205844,9,13,4,3,3,2,0,39,0
2,28,62535,11,9,2,2,0,4,1,42,0
2,50,240612,11,9,3,3,4,4,0,9,0
2,33,176992,15,10,2,2,0,4,1,39,1
1,23,254127,9,13,4,9,2,4,0,49,0
2,46,128460,0,6,2,5,0,4,1,39,0
5,21,56582,15,10,4,12,3,4,1,9,0
2,52,153751,6,5,5,7,1,2,0,29,0
2,26,284343,9,13,4,9,1,4,1,49,0
5,27,312692,9,13,4,12,1,4,1,11,0
2,28,111520,1,7,4,6,4,4,0,39,0
3,50,304955,9,13,2,11,0,4,1,59,1
2,28,288598,11,9,2,2,0,4,1,34,0
4,61,117387,1,7,2,3,0,4,1,19,0
2,32,230484,5,4,5,11,4,4,0,34,0
0,30,319280,15,10,4,2,1,4,1,39,0
1,51,186416,9,13,0,0,1,4,0,39,0
2,28,110164,15,10,0,7,2,2,1,23,0
2,49,225454,7,12,2,9,0,4,1,44,1
4,61,220342,5,4,2,13,0,4,1,29,0
4,41,144002,9,13,2,3,0,4,1,59,1
2,55,225365,11,9,6,7,4,4,0,29,0
2,36,187983,9,13,2,9,5,4,0,39,0
2,21,89991,15,10,4,0,3,4,0,39,0
4,57,225913,15,10,2,13,0,4,1,44,1
2,59,145574,1,7,2,0,0,4,1,39,0
2,41,274363,15,10,5,11,1,4,1,76,1
2,59,365390,15,10,2,2,0,4,1,39,0
2,20,266467,11,9,4,7,3,4,1,24,0
2,42,183384,15,10,0,0,1,2,0,39,0
1,41,112797,12,14,0,9,4,4,0,59,0
0,45,76008,9,13,2,3,0,4,1,49,1
2,36,156780,11,9,4,11,2,1,0,39,0
1,42,186909,7,12,2,3,5,4,0,44,1
2,25,25497,9,13,2,9,0,4,1,39,0
2,39,30916,11,9,2,2,0,4,1,39,0
2,34,123270,11,9,2,2,0,4,1,39,1
4,22,210165,15,10,4,2,1,4,1,39,0
2,44,222596,11,9,0,12,1,4,1,49,1
3,53,188067,15,10,6,11,4,4,0,39,0
2,27,250314,6,5,2,10,0,4,1,39,0
2,60,205934,11,9,5,7,1,4,0,24,0
2,56,147653,11,9,0,0,4,4,0,31,0
2,19,151801,0,6,4,5,3,4,1,38,0
2,38,177154,11,9,2,7,0,4,1,39,0
0,40,73883,15,10,2,12,0,4,1,39,1
2,52,175714,7,12,2,3,0,4,1,54,1
2,22,43535,15,10,2,3,5,4,0,39,0
5,32,104509,11,9,0,7,1,4,0,24,0
2,27,118230,9,13,4,3,3,4,0,39,0
2,25,152046,9,13,4,9,3,4,0,39,0
2,36,52327,12,14,2,9,0,3,1,39,1
2,22,218886,2,8,4,5,3,0,1,39,0
4,32,84119,11,9,2,2,0,4,1,44,0
2,37,189674,9,13,5,3,4,2,0,39,0
2,22,222993,11,9,4,9,3,4,1,53,0
2,29,47429,11,9,2,0,5,4,0,39,1
2,42,144995,13,1,4,5,1,4,1,24,0
2,45,187969,8,11,4,11,1,4,0,37,0
2,33,288398,9,13,0,0,1,4,0,44,0
2,39,114591,15,10,5,9,4,4,0,39,0
2,27,167737,2,8,4,6,1,4,1,44,0
1,53,248834,9,13,2,9,5,4,0,49,1
2,30,165686,9,13,4,7,1,4,0,39,0
4,52,40200,15,10,6,2,1,2,1,34,0
1,47,216657,12,14,4,9,1,4,1,34,1
2,61,124242,11,9,2,10,0,2,1,39,0
1,39,239119,12,14,0,9,1,2,1,39,0
2,47,190072,15,10,0,11,4,4,1,49,0
2,19,378114,11,9,2,2,0,4,1,24,0
2,31,101761,11,9,2,2,0,4,1,50,0
4,69,37745,8,11,2,11,0,4,1,7,0
2,29,130438,11,9,2,6,0,4,1,39,0
2,24,100605,15,10,4,6,3,3,1,13,0
2,42,220776,11,9,5,5,4,4,1,39,0
1,30,154950,9,13,2,10,0,4,1,69,1
2,28,192283,12,14,3,11,1,4,0,76,1
2,27,210765,8,11,4,5,1,4,1,39,0
2,53,147476,11,9,0,3,1,2,0,39,0
2,22,109053,2,8,2,13,0,4,1,39,0
2,25,265618,11,9,5,10,3,2,1,39,0
2,27,68848,9,13,4,0,4,4,0,34,0
2,30,229051,6,5,2,7,0,4,1,36,0
2,27,106039,9,13,0,9,3,4,0,49,0
2,25,112835,9,13,4,9,1,4,1,39,0
2,32,283400,11,9,4,6,1,4,0,39,0
2,70,195739,0,6,6,2,4,4,1,44,0
2,50,36480,11,9,2,3,0,4,1,39,0
2,40,303291,15,10,2,7,5,4,0,34,0
2,34,293900,1,7,3,2,1,2,1,54,0
4,57,165922,11,9,2,2,0,4,1,49,0
2,39,65738,12,14,4,7,1,4,0,31,0
2,49,175070,15,10,0,7,4,4,0,39,0
2,26,150132,11,9,4,0,1,4,0,44,0
2,31,377374,15,10,0,0,4,2,0,39,0
4,60,166153,15,10,2,11,0,4,1,49,0
2,27,194243,14,15,4,9,3,4,0,39,0
2,31,106347,15,10,2,0,5,2,0,39,0
2,59,214865,11,9,6,3,4,4,0,49,0
2,18,96445,15,10,4,7,3,4,0,23,0
2,22,102632,15,10,2,3,0,4,1,44,0
2,24,209034,7,12,2,11,3,4,0,19,0
5,53,153486,0,6,2,13,0,4,1,39,1
2,43,144371,11,9,2,5,0,4,1,41,1
2,24,186213,15,10,2,12,0,4,1,49,1
2,60,188236,0,6,6,12,4,4,0,39,0
2,24,418405,11,9,2,2,0,4,1,39,0
0,52,125796,11,9,4,0,1,2,1,39,0
2,32,183304,8,11,2,13,0,4,1,93,1
2,34,329587,0,6,5,7,1,4,0,34,0
1,35,182570,7,12,2,10,0,4,1,39,1
2,38,446654,6,5,3,5,1,4,1,39,0
1,53,131258,14,15,4,9,1,4,0,49,1
2,23,103632,11,9,4,0,1,4,0,39,0
2,40,241895,15,10,2,0,0,4,1,39,0
2,40,244945,11,9,2,2,0,4,1,39,0
2,50,20795,11,9,2,4,0,4,1,59,1
2,17,347322,0,6,4,11,3,4,0,19,0
2,32,53206,9,13,0,2,1,4,1,49,1
2,18,57108,1,7,4,11,3,4,1,15,0
2,62,177791,0,6,0,7,3,4,0,39,0
2,45,33794,12,14,2,7,0,4,1,39,0
2,46,249935,10,16,2,9,0,4,1,68,0
4,73,241121,5,4,2,4,0,4,1,39,0
2,64,98586,10,16,2,9,0,4,1,59,1
2,26,181920,9,13,2,9,5,4,0,44,1
2,23,434467,11,9,4,11,1,4,1,47,0
2,30,113364,11,9,4,6,2,4,1,39,0
2,51,249706,15,10,0,0,4,4,0,39,0
4,35,95455,9,13,0,3,4,4,0,54,0
3,35,79586,12,14,2,9,0,1,1,39,1
2,41,289669,11,9,6,6,1,4,0,39,0
2,40,53835,9,13,2,11,0,4,1,49,1
1,46,14878,14,15,2,9,0,1,1,39,1
2,31,266126,11,9,4,7,1,4,0,29,0
3,41,146659,15,10,0,6,1,4,0,39,0
2,23,173535,11,9,4,11,3,4,1,39,0
2,49,280525,15,10,2,0,0,4,1,44,1
2,53,479621,8,11,0,12,1,2,1,39,0
2,36,247600,7,12,0,3,4,1,0,39,0
2,32,258406,15,10,4,2,4,4,1,69,0
2,20,107746,1,7,4,13,2,4,1,39,0
2,22,229987,15,10,4,12,2,1,0,31,0
2,25,312338,8,11,4,2,4,0,1,39,0
2,24,373718,15,10,4,4,1,4,1,19,0
2,20,472789,3,2,4,4,1,4,1,29,0
4,60,27886,15,10,2,3,0,4,1,39,1
2,20,138352,11,9,4,7,2,4,1,29,0
2,52,123011,15,10,2,3,0,4,1,44,1
2,36,306567,11,9,2,13,5,4,0,39,1
1,46,187749,9,13,2,9,0,1,1,39,1
2,22,260594,1,7,4,11,4,4,0,24,0
2,19,236879,15,10,4,3,3,4,0,34,0
2,37,186808,11,9,4,11,4,4,1,39,0
2,30,373213,8,11,0,11,1,4,0,39,1
2,44,187629,7,12,4,2,1,4,1,24,0
2,22,305781,11,9,4,11,1,4,1,44,0
2,17,239947,1,7,4,0,3,4,1,39,0
2,21,349041,11,9,4,5,1,4,1,39,0
2,67,105252,12,14,2,3,0,4,1,39,1
2,46,182715,5,4,0,3,1,4,1,39,0
2,29,166210,11,9,0,5,3,4,1,49,0
2,20,113200,15,10,4,5,3,4,0,5,0
2,27,142075,15,10,4,7,3,4,1,23,0
2,35,454843,15,10,2,2,0,4,1,39,1
2,19,142219,15,10,4,0,3,4,0,29,0
2,36,112512,2,8,5,7,4,4,0,39,0
5,62,265201,9,13,0,9,1,4,1,39,0
2,18,170627,1,7,4,7,3,4,0,14,0
2,37,259089,9,13,0,3,1,4,1,39,0
2,27,21856,15,10,4,2,1,2,1,39,0
1,46,207946,12,14,0,9,4,4,0,42,0
2,33,36539,9,13,2,3,5,4,0,39,1
2,62,176811,11,9,2,2,0,4,1,39,0
2,28,277746,0,6,2,6,0,4,1,39,0
2,22,288132,15,10,4,11,3,4,0,34,0
2,34,198091,11,9,2,2,0,4,1,69,0
2,62,588484,9,13,2,11,0,4,1,19,1
2,30,113364,15,10,2,5,0,4,1,39,0
2,19,270551,11,9,4,7,3,4,1,19,0
2,27,190525,8,11,4,6,4,4,1,44,0
2,36,153066,15,10,2,2,0,4,1,49,1
2,52,150393,9,13,2,6,0,4,1,39,1
2,47,99911,2,8,3,3,1,4,0,54,0
1,57,343447,11,9,0,10,1,4,0,39,0
2,64,169482,15,10,3,3,4,4,0,39,0
2,53,194501,1,7,6,7,3,4,0,46,0
2,53,177705,9,13,2,2,0,4,1,43,1
2,31,123983,15,10,5,11,4,1,1,39,0
1,45,235431,11,9,5,7,4,2,0,39,0
5,45,130206,11,9,0,0,2,4,0,39,0
2,23,210053,15,10,4,7,1,4,0,27,0
1,39,249392,12,14,2,9,0,4,1,69,0
2,31,87418,8,11,2,3,0,4,1,39,0
4,35,190387,9,13,2,4,0,4,1,44,0
4,55,185195,9,13,2,3,0,4,1,39,1
2,31,173495,11,9,2,2,0,4,1,39,0
3,58,78634,1,7,2,13,0,4,1,59,0
4,46,82572,11,9,6,7,2,4,0,39,0
2,38,154641,8,11,2,2,0,4,1,39,0
4,48,179337,11,9,2,2,0,4,1,59,0
2,73,173047,9,13,2,9,0,4,1,14,0
2,25,264012,9,13,2,0,0,4,1,44,1
0,53,227836,15,10,0,4,1,4,1,39,0
2,37,146398,9,13,4,9,1,2,0,39,0
2,30,324120,11,9,2,5,0,4,1,49,0
2,29,367329,11,9,2,6,0,4,1,39,0
5,29,301582,15,10,2,10,0,4,1,39,0
2,58,170108,12,14,2,3,0,4,1,39,1
4,42,82297,5,4,2,7,5,2,0,49,0
1,62,180162,6,5,0,10,1,2,1,23,0
2,38,809585,9,13,2,11,0,4,1,39,1
4,36,67728,9,13,2,11,0,4,1,49,1
4,42,102069,5,4,2,11,0,4,1,29,0
4,42,109273,15,10,4,2,4,4,1,39,0
2,43,393354,15,10,2,0,5,2,0,37,1
2,37,226947,8,11,2,2,0,4,1,39,1
2,27,493689,9,13,4,12,1,2,0,39,0
2,54,299324,4,3,3,6,4,4,1,39,0
2,29,174419,11,9,4,7,4,4,0,29,0
2,29,209472,11,9,2,6,0,4,1,37,0
2,37,295127,15,10,0,7,1,4,1,46,0
3,55,182273,15,10,2,11,0,4,1,39,0
2,67,228200,11,9,2,8,5,2,0,19,0
2,51,263836,11,9,6,5,1,4,1,29,0
2,35,178948,12,14,4,9,4,4,0,31,0
2,41,43945,5,4,2,2,0,4,1,39,0
4,64,253296,11,9,6,7,2,4,0,39,0
2,23,240137,4,3,4,5,1,4,1,54,0
2,49,24712,9,13,4,7,1,1,0,34,0
4,38,342635,9,13,2,9,0,4,1,68,0
2,62,115387,11,9,4,5,2,2,0,39,0
4,62,182998,5,4,2,2,0,4,1,9,0
4,45,246891,12,14,0,2,1,4,1,39,0
2,20,30035,7,12,4,11,3,4,0,39,0
2,38,175232,11,9,2,6,0,4,1,47,0
3,50,140516,9,13,2,0,0,4,1,39,0
2,40,64980,15,10,2,0,0,2,1,54,1
2,30,155781,11,9,2,2,0,4,1,68,0
0,52,192065,15,10,5,3,1,4,0,39,0
4,28,227890,9,13,4,9,1,2,1,49,1
4,62,162249,11,9,2,13,0,4,1,29,0
2,31,165949,11,9,0,7,4,4,0,39,0
2,40,445382,11,9,2,3,0,4,1,39,1
2,53,163678,15,10,2,11,0,4,1,39,1
2,42,89413,2,8,4,4,3,4,1,39,0
2,26,289700,15,10,2,7,0,4,1,24,0
2,51,163826,11,9,2,13,0,4,1,39,1
2,49,185385,12,14,2,9,0,4,1,49,1
2,43,169031,11,9,2,6,0,4,1,39,0
2,42,54611,15,10,0,4,1,4,1,39,0
2,31,130620,1,7,3,11,3,1,0,39,0
2,26,328663,11,9,2,13,0,3,1,39,0
2,50,169646,9,13,5,9,4,1,0,39,0
2,35,186815,11,9,2,6,0,4,1,39,0
2,37,103925,15,10,4,12,2,4,0,39,0
2,20,82777,15,10,4,11,3,4,1,15,0
1,31,178449,14,15,2,9,0,4,1,39,1
2,28,51672,11,9,4,2,1,4,1,34,0
2,46,380162,11,9,2,12,0,2,1,39,1
2,21,212114,15,10,4,9,3,4,0,7,0
2,30,162572,9,13,4,3,1,4,1,68,1
3,66,179951,9,13,2,3,0,4,1,68,0
3,37,190759,15,10,2,11,0,4,1,59,1
5,74,236012,5,4,6,5,1,4,0,19,0
5,46,164023,15,10,2,10,0,2,1,68,1
3,47,362835,9,13,2,3,0,4,1,49,1
2,49,97883,9,13,0,3,4,4,0,39,0
2,53,91911,11,9,0,2,4,2,0,47,0
2,24,278130,8,11,4,6,1,4,1,39,0
2,54,146310,11,9,2,13,0,4,1,49,0
2,32,379412,15,10,4,2,3,4,1,39,0
2,45,37987,15,10,2,11,0,4,1,44,0
5,37,482927,15,10,0,7,1,4,1,64,0
5,48,44434,12,14,2,9,0,4,1,60,1
2,25,255474,9,13,4,0,1,4,0,39,0
2,27,341504,15,10,4,0,4,4,0,39,0
2,69,197080,11,9,6,0,4,4,1,7,0
2,38,102945,9,13,2,11,0,4,1,51,1
2,47,503454,2,8,4,0,2,2,0,39,0
4,30,87561,15,10,4,0,1,4,0,59,0
2,27,252813,14,15,4,9,1,4,0,44,0
2,19,574271,15,10,4,11,3,4,1,34,0
2,24,235071,1,7,2,2,0,4,1,49,1
2,32,158242,9,13,4,9,1,4,0,39,0
2,38,299810,11,9,2,5,0,2,1,39,0
2,19,277695,13,1,4,4,1,4,1,35,0
2,28,23324,15,10,4,5,1,4,1,39,0
1,39,316582,12,14,4,9,1,4,0,54,0
4,38,176657,15,10,5,11,1,1,1,59,0
2,42,93770,11,9,2,6,5,4,0,39,1
2,31,124569,15,10,2,0,5,4,0,39,1
2,46,117313,6,5,5,6,1,4,0,39,0
2,53,53812,15,10,6,3,1,4,0,53,0
2,21,170456,7,12,4,5,3,4,1,14,0
4,48,115971,11,9,2,11,0,4,1,49,0
2,30,112383,11,9,2,13,0,4,1,44,0
2,24,283092,11,9,4,0,2,2,1,39,0
2,32,27207,0,6,4,2,1,4,1,49,0
2,30,46712,11,9,0,7,1,4,0,39,0
5,57,19520,10,16,0,9,4,4,0,49,0
2,56,98630,5,4,4,0,1,4,1,39,0
2,27,159897,11,9,4,3,1,2,0,36,0
2,38,136629,9,13,2,6,0,4,1,39,0
2,19,407759,11,9,4,0,3,4,1,39,0
4,61,221884,15,10,2,0,0,4,1,49,1
2,49,148475,8,11,0,12,4,4,0,39,0
2,28,274964,11,9,2,2,0,4,1,37,0
3,50,160107,12,14,2,9,0,4,1,54,1
2,43,167265,9,13,2,2,0,4,1,79,1
2,34,148226,11,9,4,6,4,2,0,47,0
2,28,153869,1,7,2,2,0,4,1,39,0
2,31,208881,15,10,2,2,0,4,1,39,0
2,55,256953,11,9,6,6,4,2,0,43,0
2,26,100147,9,13,2,3,5,4,0,44,1
1,51,166461,10,16,2,9,5,2,0,39,1
2,35,171327,11,9,2,2,0,4,1,39,0
2,42,297335,7,12,3,3,4,1,0,30,0
2,31,169589,12,14,4,9,1,4,1,29,0
1,22,273734,11,9,4,4,3,4,1,19,0
2,67,158301,11,9,0,13,1,4,1,59,0
2,63,196725,11,9,6,7,4,4,0,23,0
2,31,137444,11,9,2,6,0,4,1,39,1
2,17,286960,1,7,4,9,3,4,1,39,0
1,41,201435,11,9,2,13,0,2,1,39,0
1,53,216931,5,4,2,13,0,4,1,37,0
1,44,212665,15,10,2,10,0,2,1,93,0
2,24,462820,9,13,4,4,1,4,1,39,0
2,35,198841,8,11,0,12,3,4,1,34,0
2,61,219886,15,10,2,12,5,4,0,39,1
2,31,163003,7,12,4,9,2,1,0,39,0
2,56,213105,11,9,2,11,0,4,1,35,1
2,66,302072,7,12,0,0,4,4,0,39,0
2,45,338105,15,10,2,2,0,1,1,39,0
2,64,125684,11,9,2,2,0,4,1,39,0
2,38,215419,11,9,2,0,5,4,0,35,1
1,43,413760,15,10,5,2,1,2,1,39,0
2,37,205339,11,9,0,2,1,4,1,48,0
2,19,236570,11,9,4,0,3,4,0,15,0
4,59,247552,11,9,2,3,0,4,1,39,0
0,50,184007,15,10,2,0,0,4,1,39,0
2,33,341187,9,13,2,3,0,4,1,49,1
2,56,220187,15,10,2,12,0,4,1,44,1
2,28,198258,8,11,2,11,0,4,1,39,0
2,27,175821,11,9,2,0,5,4,0,33,0
2,42,92288,12,14,2,11,0,1,1,39,0
2,34,261418,11,9,2,7,0,4,1,39,0
2,19,203319,1,7,4,11,3,4,1,29,0
4,68,166083,11,9,2,3,0,4,1,39,1
2,28,109001,12,14,2,9,0,4,1,37,1
4,22,197387,11,9,4,4,3,4,1,39,0
2,58,284834,7,12,0,0,1,4,0,39,0
2,31,87535,15,10,4,6,1,4,0,24,0
1,17,175587,1,7,4,10,3,4,1,29,0
2,23,161478,15,10,4,7,3,1,0,22,0
2,25,51498,2,8,4,7,2,4,1,39,0
2,47,220124,11,9,4,2,1,4,1,39,0
2,39,188503,9,13,2,3,5,4,0,59,1
2,44,113324,11,9,2,2,0,4,1,39,0
2,46,208872,8,11,2,9,0,4,1,39,1
4,38,34180,15,10,2,4,0,4,1,34,0
2,23,292023,11,9,4,6,3,4,1,29,0
2,34,141118,9,13,3,9,1,4,0,34,0
2,33,348592,11,9,4,2,1,4,1,39,1
2,38,185203,11,9,6,7,4,4,0,19,0
4,52,165278,8,11,2,3,0,4,1,39,0
2,50,116933,11,9,0,11,1,4,0,32,0
2,35,84787,9,13,2,7,0,4,1,39,0
2,44,206878,11,9,4,11,2,4,0,14,0
4,38,127772,11,9,0,4,3,4,1,49,0
2,29,208577,11,9,2,9,0,4,1,39,1
2,33,40681,7,12,4,0,1,4,0,39,0
2,18,280603,1,7,4,11,3,4,0,29,0
2,43,188436,14,15,0,3,1,4,1,39,0
2,42,134220,8,11,0,3,3,0,0,39,0
2,42,177989,11,9,2,13,0,4,1,39,0
2,32,164190,11,9,2,5,0,4,1,29,0
2,36,90897,7,12,4,12,1,4,0,39,0
5,41,33126,9,13,2,4,0,4,1,39,1
2,30,270886,15,10,4,7,3,4,0,39,0
2,21,216129,11,9,4,7,3,4,1,34,0
2,33,189368,15,10,2,13,0,2,1,39,1
2,19,306225,11,9,4,5,3,4,1,24,0
2,35,330664,11,9,0,13,1,4,1,39,0
2,43,191765,11,9,0,12,4,2,0,34,0
2,45,289353,11,9,2,13,0,2,1,23,0
2,25,53147,9,13,4,3,3,2,1,49,0
4,39,122353,9,13,2,3,0,4,1,39,0
2,26,188767,11,9,4,5,1,4,1,39,0
2,60,239576,12,14,2,13,0,4,1,9,0
1,52,155141,10,16,2,9,5,4,0,39,1
2,22,64520,2,8,4,13,4,4,1,29,0
2,23,478994,15,10,4,7,3,4,0,39,0
2,46,155654,11,9,2,7,5,4,0,39,0
4,34,124052,9,13,2,11,0,4,1,29,0
2,39,245053,9,13,2,9,0,4,1,49,1
2,38,183585,11,9,4,9,1,4,0,39,0
4,56,323639,12,14,2,3,0,4,1,24,0
0,55,186791,11,9,0,0,1,4,0,39,0
2,23,186666,15,10,4,6,1,4,1,39,0
2,39,200153,9,13,0,0,1,4,1,39,0
2,24,180931,9,13,2,11,0,2,1,29,0
4,51,183173,11,9,2,11,0,4,1,39,1
3,47,120131,9,13,2,3,0,4,1,49,1
4,25,263300,11,9,4,4,1,4,1,49,0
2,34,226443,14,15,2,9,0,4,1,54,1
2,19,208506,15,10,4,3,3,4,0,27,0
2,32,46746,15,10,0,2,4,4,1,39,0
2,49,246183,11,9,2,11,0,4,1,39,1
2,43,122749,11,9,2,2,0,4,1,54,0
2,59,167963,11,9,4,0,4,4,1,39,0
2,32,273241,9,13,2,3,5,4,0,39,1
2,25,120238,9,13,4,3,1,4,1,39,0
2,32,167990,11,9,2,3,0,4,1,39,0
2,17,225507,1,7,4,5,1,2,0,14,0
3,57,125000,14,15,2,9,0,4,1,34,1
4,17,174120,2,8,4,5,3,4,1,14,0
2,27,230959,9,13,4,12,3,1,0,39,0
1,41,132125,11,9,2,10,0,4,1,39,0
2,19,227178,1,7,4,11,1,4,0,24,0
2,41,165798,4,3,0,7,4,4,0,39,0
2,39,129573,9,13,4,3,1,4,1,49,1
2,30,224377,11,9,4,2,1,4,1,39,0
2,37,179481,9,13,2,6,0,4,1,39,1
2,18,434268,1,7,4,0,3,4,0,14,0
4,40,173716,9,13,2,11,0,4,1,44,1
2,24,114230,11,9,4,11,2,4,1,39,0
2,33,188661,11,9,2,2,0,4,1,49,0
2,48,216093,9,13,2,5,0,4,1,39,0
2,51,124963,9,13,2,11,0,4,1,39,1
2,48,85341,11,9,2,2,0,4,1,39,0
2,43,193490,5,4,2,2,0,4,1,44,0
2,34,80058,14,15,4,3,3,4,1,49,0
2,41,139907,8,11,5,2,1,4,1,29,0
2,25,188767,11,9,4,2,3,4,1,39,0
2,20,117222,11,9,4,7,3,4,1,49,0
2,35,187119,15,10,0,3,1,4,0,68,0
1,42,97277,12,14,0,9,4,4,0,39,0
1,26,219760,11,9,4,7,2,4,1,15,0
2,46,63299,11,9,2,7,0,4,1,49,0
5,39,171482,9,13,4,9,1,4,1,39,1
2,29,210869,15,10,4,11,3,2,1,76,0
2,39,38312,15,10,3,2,4,4,1,39,1
2,47,119939,11,9,2,2,0,4,1,39,1
2,40,83953,15,10,2,13,0,4,1,49,1
5,43,101383,11,9,2,2,0,4,1,39,1
2,32,204374,11,9,0,5,1,4,1,39,0
2,31,176831,0,6,0,11,2,4,0,39,0
0,44,251305,7,12,2,0,0,4,1,39,1
1,46,200947,9,13,2,10,0,4,1,39,1
4,53,46704,12,14,2,9,0,4,1,49,1
2,43,119721,9,13,2,3,0,4,1,39,0
5,41,58930,9,13,4,9,1,4,0,39,0
2,35,247750,11,9,6,7,4,2,1,39,0
2,48,67725,9,13,2,11,0,4,1,44,0
5,28,200775,12,14,2,3,5,4,0,39,0
2,44,183542,9,13,6,9,4,4,0,31,0
1,51,123325,14,15,6,9,1,4,0,39,0
2,28,269786,11,9,4,13,4,4,1,49,0
2,36,51089,9,13,4,2,1,4,1,59,0
2,28,136985,11,9,2,7,0,4,1,34,0
2,21,129350,15,10,4,11,3,4,1,39,0
1,36,61299,15,10,2,2,0,4,1,39,0
2,31,257644,11,9,4,9,1,4,1,42,0
4,44,70884,11,9,2,4,0,4,1,59,0
1,49,159726,1,7,0,5,4,4,1,39,0
2,40,174395,11,9,2,2,0,4,1,39,0
0,64,175534,10,16,2,9,0,1,1,39,1
2,27,32519,15,10,2,11,0,1,1,54,0
2,18,322999,15,10,4,7,3,4,0,19,0
2,68,148874,6,5,2,2,0,2,1,43,0
2,64,43738,10,16,6,9,1,4,1,76,1
2,36,195385,11,9,2,13,0,0,1,39,0
2,21,149809,11,9,4,4,3,4,1,23,0
2,22,51985,15,10,4,2,3,4,1,29,0
2,61,105384,9,13,2,9,0,4,1,39,0
2,24,137591,15,10,4,11,3,4,1,9,0
5,49,324791,9,13,2,9,0,4,1,49,1
2,25,184303,15,10,5,8,2,4,0,29,0
2,29,274010,15,10,4,9,1,4,1,44,0
2,22,321031,11,9,4,11,3,2,0,39,0
0,57,313929,15,10,2,9,0,0,1,39,0
2,29,152951,11,9,2,2,0,4,1,39,1
2,20,247115,15,10,4,0,4,2,0,34,0
2,47,175958,14,15,2,11,0,4,1,44,1
2,22,109039,11,9,4,3,1,4,0,54,0
3,59,141326,8,11,0,9,1,4,1,49,1
5,42,74334,12,14,2,0,0,0,1,39,1
4,64,47462,15,10,4,9,1,4,0,34,0
0,29,182344,11,9,3,7,4,2,1,39,0
5,25,295912,15,10,4,2,1,4,1,19,0
2,62,311495,15,10,0,3,1,4,0,39,0
2,21,187643,11,9,5,7,1,4,0,39,0
2,46,501671,0,6,0,6,4,2,1,39,0
2,21,301556,11,9,4,7,3,4,0,18,0
2,18,187240,1,7,4,5,3,4,1,17,0
